WaveLenght (nm)	Skylarr
690.37	0.224302598
690.38	0.224706437
690.39	0.224977872
690.4	0.225121227
690.41	0.225217688
690.42	0.22527823
690.43	0.2253052
690.44	0.225295104
690.45	0.22524639
690.46	0.225169567
690.47	0.225065485
690.48	0.224933618
690.49	0.224726029
690.5	0.224394239
690.51	0.223938298
690.52	0.223345799
690.53	0.222606763
690.54	0.221784034
690.55	0.220931508
690.56	0.22004833
690.57	0.219132204
690.58	0.218169524
690.59	0.217188996
690.6	0.216357703
690.61	0.215700817
690.62	0.215237902
690.63	0.215016386
690.64	0.214965964
690.65	0.214966445
690.66	0.215019352
690.67	0.215119975
690.68	0.215287466
690.69	0.215674641
690.7	0.216226374
690.71	0.21692942
690.72	0.21776428
690.73	0.218669402
690.74	0.219484074
690.75	0.220247053
690.76	0.220961079
690.77	0.221627243
690.78	0.222259548
690.79	0.222801192
690.8	0.223245923
690.81	0.223594697
690.82	0.223858326
690.83	0.224031237
690.84	0.224189714
690.85	0.224341807
690.86	0.224487427
690.87	0.224627042
690.88	0.224748887
690.89	0.224840798
690.9	0.224900272
690.91	0.224929713
690.92	0.224864001
690.93	0.224659241
690.94	0.224321301
690.95	0.223846943
690.96	0.223224139
690.97	0.222528932
690.98	0.221793509
690.99	0.221017015
691	0.22019268
691.01	0.219301223
691.02	0.218404822
691.03	0.217646727
691.04	0.217049091
691.05	0.216626781
691.06	0.216421136
691.07	0.216335977
691.08	0.216285196
691.09	0.216267892
691.1	0.216287463
691.11	0.216386676
691.12	0.21672949
691.13	0.217260582
691.14	0.217973584
691.15	0.218844219
691.16	0.219773165
691.17	0.220633659
691.18	0.221453613
691.19	0.222236796
691.2	0.222981723
691.21	0.223646209
691.22	0.224133794
691.23	0.224438108
691.24	0.224573301
691.25	0.224545357
691.26	0.22441578
691.27	0.224273441
691.28	0.224123593
691.29	0.22396581
691.3	0.223807731
691.31	0.223703329
691.32	0.223671083
691.33	0.223711171
691.34	0.223823609
691.35	0.223987953
691.36	0.224149353
691.37	0.224302171
691.38	0.224446812
691.39	0.224578657
691.4	0.224609903
691.41	0.224479095
691.42	0.224180825
691.43	0.223702135
691.44	0.223052295
691.45	0.222312174
691.46	0.221532081
691.47	0.220709479
691.48	0.219839407
691.49	0.218898608
691.5	0.218027142
691.51	0.217309918
691.52	0.216763559
691.53	0.216401668
691.54	0.216271987
691.55	0.21622839
691.56	0.216235937
691.57	0.216294968
691.58	0.216404176
691.59	0.216640008
691.6	0.217065584
691.61	0.217641422
691.62	0.218357526
691.63	0.219199769
691.64	0.220013566
691.65	0.220745614
691.66	0.221412755
691.67	0.222018266
691.68	0.222573636
691.69	0.223063207
691.7	0.223420527
691.71	0.223645027
691.72	0.223743857
691.73	0.223718452
691.74	0.223653296
691.75	0.223620821
691.76	0.223619677
691.77	0.223651022
691.78	0.223712264
691.79	0.223774259
691.8	0.223835372
691.81	0.223895267
691.82	0.223952387
691.83	0.223991193
691.84	0.224000184
691.85	0.223976902
691.86	0.223920108
691.87	0.223822786
691.88	0.223614879
691.89	0.223288602
691.9	0.2228421
691.91	0.222266127
691.92	0.22158525
691.93	0.220923623
691.94	0.220298351
691.95	0.219713632
691.96	0.219171111
691.97	0.21864731
691.98	0.218216527
691.99	0.217919013
692	0.217760267
692.01	0.217741361
692.02	0.217865816
692.03	0.217954287
692.04	0.217989029
692.05	0.21796936
692.06	0.217895197
692.07	0.217883881
692.08	0.218017642
692.09	0.218282915
692.1	0.218675097
692.11	0.219187185
692.12	0.219717344
692.13	0.22027378
692.14	0.220861326
692.15	0.221476358
692.16	0.222110788
692.17	0.222675627
692.18	0.223109868
692.19	0.223418725
692.2	0.22360713
692.21	0.223679045
692.22	0.223688507
692.23	0.223665737
692.24	0.223609733
692.25	0.223521461
692.26	0.223404014
692.27	0.223289033
692.28	0.223181523
692.29	0.223080639
692.3	0.222984065
692.31	0.222860959
692.32	0.222700797
692.33	0.222503834
692.34	0.222268299
692.35	0.22200023
692.36	0.221729648
692.38	0.22145346
692.39	0.221171144
692.4	0.220883542
692.41	0.220560081
692.42	0.2201891
692.43	0.219780188
692.44	0.219331055
692.45	0.218834055
692.46	0.218334611
692.47	0.217824786
692.48	0.217294887
692.49	0.216744092
692.5	0.216167848
692.51	0.215573883
692.52	0.21507471
692.53	0.214678255
692.54	0.214391445
692.55	0.214234835
692.56	0.214189502
692.57	0.214182942
692.58	0.214218915
692.59	0.214297045
692.6	0.214429994
692.61	0.214748849
692.62	0.215238417
692.63	0.215882173
692.64	0.216666721
692.65	0.217554057
692.66	0.218405299
692.67	0.219234898
692.68	0.220043063
692.69	0.220829877
692.7	0.221584762
692.71	0.222234829
692.72	0.222760949
692.73	0.22317117
692.74	0.223469725
692.75	0.223583338
692.76	0.223544531
692.77	0.223368891
692.78	0.223052726
692.79	0.222601119
692.8	0.222074042
692.81	0.221485737
692.82	0.220833094
692.83	0.220115788
692.84	0.219345649
692.85	0.218741346
692.86	0.218388019
692.87	0.218292484
692.88	0.218460188
692.89	0.218859492
692.9	0.219351755
692.91	0.219910048
692.92	0.220529937
692.93	0.221208835
692.94	0.221881084
692.95	0.222387027
692.96	0.222707289
692.97	0.222847011
692.98	0.222807645
692.99	0.222577065
693	0.22220368
693.01	0.221691922
693.02	0.221032262
693.03	0.220210892
693.04	0.219279558
693.05	0.218315271
693.06	0.217311914
693.07	0.216272359
693.08	0.215196226
693.09	0.214160976
693.1	0.213189007
693.11	0.212289685
693.12	0.21147228
693.13	0.21079993
693.14	0.210400147
693.15	0.210265125
693.16	0.210400751
693.17	0.210798687
693.18	0.211437324
693.19	0.212225989
693.2	0.213133841
693.21	0.214150999
693.22	0.215262201
693.23	0.216322554
693.24	0.217179456
693.25	0.217842713
693.26	0.218333004
693.27	0.218652087
693.28	0.218766427
693.29	0.218682373
693.3	0.218393364
693.31	0.217893729
693.32	0.217207745
693.33	0.216553958
693.34	0.216034842
693.35	0.215654242
693.36	0.215417128
693.37	0.215345565
693.38	0.215506977
693.39	0.215923725
693.4	0.21658595
693.41	0.217478008
693.42	0.218446554
693.43	0.219209503
693.44	0.219749626
693.45	0.220078865
693.46	0.220202943
693.47	0.220112097
693.48	0.219772077
693.49	0.219171935
693.5	0.218287425
693.51	0.21711148
693.52	0.21587715
693.53	0.214818166
693.54	0.213967858
693.55	0.213342659
693.56	0.212971033
693.57	0.212924084
693.58	0.213203225
693.59	0.213812933
693.6	0.214718028
693.61	0.215853507
693.62	0.216905834
693.63	0.217807624
693.64	0.218565777
693.65	0.219194016
693.66	0.219690143
693.67	0.220001906
693.68	0.220123039
693.69	0.220063725
693.7	0.219822657
693.71	0.219497575
693.72	0.219266824
693.73	0.219143162
693.74	0.219127469
693.75	0.219218274
693.76	0.219401612
693.77	0.219687972
693.78	0.220076045
693.79	0.220561566
693.8	0.221138439
693.81	0.221695033
693.82	0.222165328
693.83	0.222550655
693.84	0.222854122
693.85	0.223037469
693.86	0.223026994
693.87	0.222826229
693.88	0.22243052
693.89	0.22183332
693.9	0.22104217
693.91	0.220122642
693.92	0.219075202
693.93	0.217891432
693.94	0.216555087
693.95	0.21523876
693.96	0.214235353
693.97	0.213582336
693.98	0.213302843
693.99	0.213414154
694	0.213824128
694.01	0.214450452
694.02	0.215277728
694.03	0.216289662
694.04	0.217438557
694.05	0.218407995
694.06	0.219045838
694.07	0.219361459
694.08	0.219373505
694.09	0.219075967
694.1	0.218496656
694.11	0.217641317
694.12	0.216486485
694.13	0.214982311
694.14	0.213200472
694.15	0.211572533
694.16	0.210233559
694.17	0.209231269
694.18	0.208607309
694.19	0.208313667
694.2	0.208313588
694.21	0.208604624
694.22	0.20917483
694.23	0.210010731
694.24	0.211005785
694.25	0.211843445
694.26	0.212520191
694.27	0.213050614
694.28	0.213425776
694.29	0.213680598
694.3	0.213865174
694.31	0.213989428
694.32	0.214051438
694.33	0.214048077
694.34	0.213900171
694.35	0.21362828
694.36	0.213231594
694.37	0.212698996
694.38	0.212117493
694.39	0.211738854
694.4	0.211570814
694.41	0.211623393
694.42	0.211888275
694.43	0.212326754
694.44	0.212936025
694.45	0.213734039
694.46	0.214702129
694.47	0.215821481
694.48	0.21688208
694.49	0.217596894
694.5	0.217981315
694.51	0.218046485
694.52	0.217803329
694.53	0.217416348
694.54	0.216975144
694.55	0.216478024
694.56	0.215923183
694.57	0.215309535
694.58	0.214874686
694.59	0.214808862
694.6	0.215118177
694.61	0.215796991
694.62	0.216796091
694.63	0.217820804
694.64	0.218787181
694.65	0.219698397
694.66	0.220557565
694.67	0.221357464
694.68	0.222021812
694.69	0.222529502
694.7	0.222886805
694.71	0.223100825
694.72	0.223178099
694.73	0.223209026
694.74	0.223216749
694.75	0.223201517
694.76	0.223163787
694.77	0.223105632
694.78	0.223034709
694.79	0.222951938
694.8	0.222857409
694.81	0.22273676
694.82	0.222491521
694.83	0.222107859
694.84	0.221579131
694.85	0.220889187
694.86	0.220040399
694.87	0.219047341
694.88	0.217899755
694.89	0.216575948
694.9	0.215049452
694.91	0.213386709
694.92	0.212001254
694.93	0.21103603
694.94	0.210529917
694.95	0.21050872
694.96	0.210868358
694.97	0.211376558
694.98	0.212019378
694.99	0.212782561
695	0.213653953
695.01	0.214511326
695.02	0.215046931
695.03	0.215254918
695.04	0.215142394
695.05	0.214721232
695.06	0.214198354
695.07	0.213780823
695.08	0.213475456
695.09	0.213285244
695.1	0.213217256
695.11	0.213347044
695.12	0.213757278
695.13	0.214445944
695.14	0.215395609
695.15	0.216543373
695.16	0.217562266
695.17	0.218354301
695.18	0.218935072
695.19	0.219316285
695.2	0.219518269
695.21	0.219549999
695.22	0.219403023
695.23	0.219075124
695.24	0.218560714
695.25	0.217921101
695.26	0.217421688
695.27	0.217106936
695.28	0.216981711
695.29	0.217049597
695.3	0.217271376
695.31	0.217579742
695.32	0.217973182
695.33	0.218448462
695.34	0.219003554
695.35	0.219590453
695.36	0.220105699
695.37	0.220548965
695.38	0.220924196
695.39	0.221230143
695.4	0.221472177
695.41	0.221679412
695.42	0.221854482
695.43	0.221995741
695.44	0.222075466
695.45	0.222001171
695.46	0.221769322
695.47	0.221378051
695.48	0.220817908
695.49	0.220126469
695.5	0.219413785
695.51	0.218684655
695.52	0.217935517
695.53	0.217168238
695.54	0.216464058
695.55	0.216075218
695.56	0.216029882
695.57	0.216336281
695.58	0.216985054
695.59	0.217831868
695.6	0.218662418
695.61	0.219472796
695.62	0.220263494
695.63	0.221031893
695.64	0.221706666
695.65	0.222186197
695.66	0.222475299
695.67	0.222580955
695.68	0.222503537
695.69	0.222282065
695.7	0.221992839
695.71	0.22163416
695.72	0.221203134
695.73	0.220682044
695.74	0.220045548
695.75	0.219299318
695.76	0.218427077
695.77	0.217407989
695.78	0.216288883
695.79	0.215223946
695.8	0.214230929
695.81	0.21332438
695.82	0.2125153
695.83	0.211888145
695.84	0.211698166
695.85	0.211971562
695.86	0.212695335
695.87	0.213826107
695.88	0.215147585
695.89	0.2163475
695.9	0.217429816
695.91	0.218408155
695.92	0.219291991
695.93	0.220073105
695.94	0.220697931
695.95	0.221178723
695.96	0.221529374
695.97	0.221758934
695.98	0.221888257
695.99	0.221990214
696	0.222067687
696.01	0.222120741
696.02	0.22212402
696.03	0.22198839
696.04	0.221702478
696.05	0.22125577
696.06	0.220643326
696.07	0.219894907
696.08	0.219128525
696.09	0.218356229
696.1	0.217578455
696.11	0.216795599
696.12	0.216081148
696.13	0.215689001
696.14	0.215653417
696.15	0.215976122
696.16	0.216643757
696.17	0.217501492
696.18	0.218296428
696.19	0.219026408
696.2	0.219694092
696.21	0.220299778
696.22	0.220722942
696.23	0.220826946
696.24	0.220616237
696.25	0.220087342
696.26	0.21921693
696.27	0.218225583
696.28	0.217270673
696.29	0.216353943
696.3	0.215486885
696.31	0.214686128
696.32	0.2142189
696.33	0.21420356
696.34	0.214649581
696.35	0.215525436
696.36	0.216761685
696.37	0.217988834
696.38	0.219131638
696.39	0.220198353
696.4	0.221192251
696.41	0.222110457
696.42	0.222861923
696.43	0.22342907
696.44	0.223824113
696.45	0.224059943
696.46	0.224140893
696.47	0.224163462
696.48	0.224149704
696.49	0.224099417
696.5	0.224012191
696.51	0.223895791
696.52	0.223763972
696.53	0.223617414
696.54	0.223455383
696.55	0.22327345
696.56	0.223040605
696.57	0.222759766
696.58	0.222427021
696.59	0.222043552
696.6	0.221610104
696.61	0.221153441
696.62	0.220674621
696.63	0.220169448
696.64	0.219639485
696.65	0.219106314
696.66	0.218724837
696.67	0.218532875
696.68	0.21853416
696.69	0.218727507
696.7	0.219099189
696.71	0.219566362
696.72	0.220116053
696.73	0.220743763
696.74	0.221446474
696.75	0.222191192
696.76	0.222843907
696.77	0.223390271
696.78	0.223832838
696.79	0.224175735
696.8	0.224428627
696.81	0.2246261
696.82	0.224773933
696.83	0.224873016
696.84	0.224924554
696.85	0.224936246
696.86	0.22494012
696.87	0.22493968
696.88	0.224934572
696.89	0.224925473
696.9	0.224911077
696.91	0.224893099
696.92	0.224870024
696.93	0.224843392
696.94	0.224813593
696.95	0.224788887
696.96	0.224773006
696.97	0.224765611
696.98	0.22476679
696.99	0.224774776
697	0.224787985
697.01	0.224804678
697.02	0.224825382
697.03	0.224849777
697.04	0.224878865
697.05	0.224904876
697.06	0.22492542
697.07	0.224941532
697.08	0.224952796
697.09	0.224958147
697.1	0.224960848
697.11	0.224961059
697.12	0.224960129
697.13	0.224955919
697.14	0.224919423
697.15	0.224831713
697.16	0.224690686
697.17	0.224496828
697.18	0.224247371
697.19	0.223925241
697.2	0.223523492
697.21	0.2230371
697.22	0.222464029
697.23	0.221803044
697.24	0.221152619
697.25	0.220564604
697.26	0.220043821
697.27	0.219592853
697.28	0.219222986
697.29	0.219010253
697.3	0.218977269
697.31	0.219127165
697.32	0.21945671
697.33	0.219951406
697.34	0.220494735
697.35	0.221046632
697.36	0.221604529
697.37	0.222169794
697.38	0.222728814
697.39	0.223217073
697.4	0.223621726
697.41	0.223945366
697.42	0.224193224
697.43	0.224362075
697.44	0.224483304
697.45	0.224561369
697.46	0.22459946
697.47	0.224596776
697.48	0.224564396
697.49	0.224529356
697.5	0.224493056
697.51	0.224456269
697.52	0.224418778
697.53	0.224381689
697.54	0.224353468
697.55	0.224334356
697.56	0.224324039
697.57	0.224322733
697.58	0.224315062
697.59	0.224290882
697.6	0.224251366
697.61	0.224196014
697.62	0.224128138
697.63	0.224072432
697.64	0.224034841
697.65	0.224015149
697.66	0.224012768
697.67	0.224026829
697.68	0.2240574
697.69	0.224111549
697.7	0.224186835
697.71	0.224284593
697.72	0.224400869
697.73	0.224501598
697.74	0.224579824
697.75	0.224634575
697.76	0.224667216
697.77	0.224683196
697.78	0.224696963
697.79	0.22471047
697.8	0.224723533
697.81	0.224735554
697.82	0.224693224
697.83	0.224558083
697.84	0.224332907
697.85	0.224011678
697.86	0.223595129
697.87	0.223136701
697.88	0.222655277
697.89	0.22214963
697.9	0.221616102
697.91	0.22106075
697.92	0.220610745
697.93	0.220381606
697.94	0.220380942
697.95	0.220609257
697.96	0.221058913
697.97	0.221567354
697.98	0.222064352
697.99	0.222550157
698	0.223024571
698.01	0.223483461
698.02	0.223839541
698.03	0.224048239
698.04	0.224111213
698.05	0.224028708
698.06	0.223817912
698.07	0.22360108
698.08	0.223419807
698.09	0.223272978
698.1	0.223161871
698.11	0.223088607
698.12	0.223081641
698.13	0.223145926
698.14	0.223279041
698.15	0.223481261
698.16	0.22373026
698.17	0.223959616
698.18	0.224162324
698.19	0.224340254
698.2	0.224493223
698.21	0.224571664
698.22	0.224538686
698.23	0.22439541
698.24	0.224139634
698.25	0.22377341
698.26	0.223339288
698.27	0.222874472
698.28	0.222378737
698.29	0.221850923
698.3	0.221290549
698.31	0.220818683
698.32	0.220511723
698.33	0.220373301
698.34	0.220404648
698.35	0.22060607
698.36	0.220897146
698.37	0.221242985
698.38	0.2216409
698.39	0.222090817
698.4	0.222587966
698.41	0.223077966
698.42	0.223522434
698.43	0.223924705
698.44	0.224284871
698.45	0.224599428
698.46	0.224870981
698.47	0.225111455
698.48	0.225321618
698.49	0.22550214
698.5	0.225645111
698.51	0.225737402
698.52	0.225779085
698.53	0.225768841
698.54	0.225707882
698.55	0.22557783
698.56	0.225379439
698.57	0.225115753
698.58	0.224784914
698.59	0.22438531
698.6	0.223965213
698.61	0.223571455
698.62	0.223205899
698.63	0.222868464
698.64	0.222560041
698.65	0.222301363
698.66	0.222131581
698.67	0.222053407
698.68	0.222065921
698.69	0.222169248
698.7	0.22229172
698.71	0.222374691
698.72	0.222419714
698.73	0.222426406
698.74	0.222382357
698.75	0.222217291
698.76	0.221909052
698.77	0.221449771
698.78	0.22083492
698.79	0.220082905
698.8	0.219332578
698.81	0.218618229
698.82	0.217945495
698.83	0.217316769
698.84	0.216746938
698.85	0.216399598
698.86	0.216310388
698.87	0.21648224
698.88	0.216914343
698.89	0.217545625
698.9	0.218151144
698.91	0.21871137
698.92	0.2192242
698.93	0.219690443
698.94	0.220121078
698.95	0.220500682
698.96	0.220821904
698.97	0.221081868
698.98	0.221285027
698.99	0.221337231
699	0.221211642
699.01	0.220916059
699.02	0.220442085
699.03	0.219782029
699.04	0.219065915
699.05	0.218342417
699.06	0.217609789
699.07	0.21686889
699.08	0.216117898
699.09	0.215553476
699.1	0.215386524
699.11	0.215629821
699.12	0.216268065
699.13	0.21726166
699.14	0.218206748
699.15	0.218937644
699.16	0.219470928
699.17	0.21981972
699.18	0.220000549
699.19	0.220040768
699.2	0.219908925
699.21	0.219604092
699.22	0.219123887
699.23	0.218485045
699.24	0.217957487
699.25	0.217637279
699.26	0.217529943
699.27	0.217636552
699.28	0.217948224
699.29	0.218358811
699.3	0.218844081
699.31	0.219401642
699.32	0.220029577
699.33	0.220708478
699.34	0.221353212
699.35	0.221949691
699.36	0.222504431
699.37	0.223016692
699.38	0.223451419
699.39	0.22377535
699.4	0.223994788
699.41	0.224112856
699.42	0.224128746
699.43	0.223989899
699.44	0.223664208
699.45	0.22314532
699.46	0.222423446
699.47	0.22148829
699.48	0.220395906
699.49	0.219226147
699.5	0.217971719
699.51	0.216622283
699.52	0.215170736
699.53	0.213837758
699.54	0.212778347
699.55	0.212018112
699.56	0.211581066
699.57	0.211487568
699.58	0.211747423
699.59	0.212316282
699.6	0.213176428
699.61	0.214308481
699.62	0.215673315
699.63	0.217050995
699.64	0.218364994
699.65	0.219619815
699.66	0.220822602
699.67	0.221967606
699.68	0.222951947
699.69	0.223769283
699.7	0.224436723
699.71	0.224960324
699.72	0.22534978
699.73	0.225651596
699.74	0.225877023
699.75	0.226026321
699.76	0.226100742
699.77	0.226105527
699.78	0.226093221
699.79	0.226073092
699.8	0.226045633
699.81	0.226010623
699.82	0.225970545
699.83	0.225926364
699.84	0.225879453
699.85	0.22582935
699.86	0.225774751
699.87	0.225672675
699.88	0.225495287
699.89	0.225238524
699.9	0.224904377
699.91	0.22448761
699.92	0.224011902
699.93	0.223485404
699.94	0.222906015
699.95	0.222270608
699.96	0.221570854
699.97	0.220823717
699.98	0.220064036
699.99	0.219288178
700	0.218494069
700.01	0.217682223
700.02	0.216879272
700.03	0.216080911
700.04	0.215285986
700.05	0.214492438
700.06	0.213728062
700.07	0.213284697
700.08	0.213237168
700.09	0.213588584
700.1	0.214338853
700.11	0.21541802
700.12	0.216606212
700.13	0.217845334
700.14	0.219132915
700.15	0.220455873
700.16	0.221778766
700.17	0.222861616
700.18	0.223685028
700.19	0.224272605
700.2	0.224638939
700.21	0.224811331
700.22	0.22489765
700.23	0.224919424
700.24	0.224874273
700.25	0.224765889
700.26	0.2246172
700.27	0.224518267
700.28	0.224479214
700.29	0.224500769
700.3	0.224581584
700.31	0.224674189
700.32	0.224710815
700.33	0.22469267
700.34	0.224619594
700.35	0.224492028
700.36	0.224321868
700.37	0.224103447
700.38	0.223832994
700.39	0.223511373
700.4	0.223135185
700.41	0.222798577
700.42	0.222593142
700.43	0.222521573
700.44	0.222583757
700.45	0.222776855
700.46	0.223052716
700.47	0.223375095
700.48	0.223746348
700.49	0.224162548
700.5	0.22461355
700.51	0.224937883
700.52	0.22506743
700.53	0.22500179
700.54	0.224743225
700.55	0.224275628
700.56	0.223596929
700.57	0.222706133
700.58	0.221579709
700.59	0.220196079
700.6	0.218546418
700.61	0.216883092
700.62	0.215278473
700.63	0.213752072
700.64	0.212314665
700.65	0.21103009
700.66	0.210095971
700.67	0.209566709
700.68	0.209468488
700.69	0.209796651
700.7	0.210496242
700.71	0.21132151
700.72	0.212220597
700.73	0.213186561
700.74	0.214211961
700.75	0.215244161
700.76	0.21613122
700.77	0.216866952
700.78	0.217464986
700.79	0.217935136
700.8	0.218314899
700.81	0.21868322
700.82	0.219041621
700.83	0.21939328
700.84	0.219738153
700.85	0.220063021
700.86	0.220380082
700.87	0.220690554
700.88	0.220995466
700.89	0.221295921
700.9	0.221562285
700.91	0.221758307
700.92	0.221885384
700.93	0.221944377
700.94	0.221937473
700.95	0.221925893
700.96	0.221956968
700.97	0.22203094
700.98	0.22214727
700.99	0.222301209
701	0.222471292
701.01	0.222655094
701.02	0.222852804
701.03	0.223064696
701.04	0.223283632
701.05	0.223408325
701.06	0.223399034
701.07	0.223253692
701.08	0.222975363
701.09	0.222568798
701.1	0.222168843
701.11	0.221803853
701.12	0.221476183
701.13	0.221186975
701.14	0.220936926
701.15	0.220780524
701.16	0.220745837
701.17	0.220833619
701.18	0.221041394
701.19	0.221318416
701.2	0.221421457
701.21	0.22131509
701.22	0.220992072
701.23	0.220446482
701.24	0.219727773
701.25	0.218982734
701.26	0.218216986
701.27	0.217431065
701.28	0.216622206
701.29	0.215880874
701.3	0.215508497
701.31	0.215555607
701.32	0.21602491
701.33	0.216899381
701.34	0.218031023
701.35	0.219127693
701.36	0.220174397
701.37	0.221174234
701.38	0.222128871
701.39	0.222993042
701.4	0.223677394
701.41	0.224186185
701.42	0.22452791
701.43	0.224711848
701.44	0.224769836
701.45	0.22478448
701.46	0.22475837
701.47	0.224690878
701.48	0.224583646
701.49	0.224470569
701.5	0.224381652
701.51	0.224317151
701.52	0.224276435
701.53	0.224260048
701.54	0.224277185
701.55	0.224335009
701.56	0.22443317
701.57	0.22457146
701.58	0.224742994
701.59	0.224846631
701.6	0.22484486
701.61	0.224736155
701.62	0.224521576
701.63	0.224199222
701.64	0.223792331
701.65	0.223303163
701.66	0.22272416
701.67	0.222050188
701.68	0.221279378
701.69	0.220508745
701.7	0.219781054
701.71	0.219100379
701.72	0.218472286
701.73	0.217874978
701.74	0.217214451
701.75	0.216458772
701.76	0.215602114
701.77	0.214630027
701.78	0.213602076
701.79	0.212735027
701.8	0.212062177
701.81	0.211595519
701.82	0.211355883
701.83	0.211354114
701.84	0.211688877
701.85	0.212363681
701.86	0.21335921
701.87	0.214639408
701.88	0.216088961
701.89	0.217381989
701.9	0.218496289
701.91	0.219449316
701.92	0.220255592
701.93	0.220930027
701.94	0.221513553
701.95	0.222007053
701.96	0.222422724
701.97	0.222759538
701.98	0.223025048
701.99	0.223247921
702	0.223434186
702.01	0.223587327
702.02	0.223706314
702.03	0.223768863
702.04	0.223751518
702.05	0.223653337
702.06	0.223477164
702.07	0.223221605
702.08	0.222914034
702.09	0.222591964
702.1	0.222255876
702.11	0.221904893
702.12	0.221539073
702.13	0.221204288
702.14	0.220938117
702.15	0.220743049
702.16	0.220618333
702.17	0.220564355
702.18	0.220539221
702.19	0.220521624
702.2	0.220509203
702.21	0.220504765
702.22	0.220508739
702.23	0.220538951
702.24	0.220588347
702.25	0.220654568
702.26	0.220738561
702.27	0.220842072
702.28	0.22099825
702.29	0.221222982
702.3	0.221516212
702.31	0.221875044
702.32	0.22229133
702.33	0.222653972
702.34	0.222939549
702.35	0.22314783
702.36	0.223280117
702.37	0.223339791
702.38	0.223335936
702.39	0.223269318
702.4	0.223137841
702.41	0.222940824
702.42	0.222662906
702.43	0.222309076
702.44	0.221884543
702.45	0.221386412
702.46	0.220803742
702.47	0.220164363
702.48	0.219523517
702.49	0.218889767
702.5	0.218257505
702.51	0.217632959
702.52	0.217086368
702.53	0.216857941
702.54	0.216980582
702.55	0.217447615
702.56	0.218241862
702.57	0.219235017
702.58	0.220134527
702.59	0.220941111
702.6	0.221656247
702.61	0.222286269
702.62	0.222827233
702.64	0.223218514
702.65	0.22345136
702.66	0.223534208
702.67	0.223471198
702.68	0.223334941
702.69	0.223297774
702.7	0.223365231
702.71	0.22353821
702.72	0.223811829
702.73	0.224085166
702.74	0.224238051
702.75	0.224273069
702.76	0.22419175
702.77	0.223992578
702.78	0.223644352
702.79	0.22310272
702.8	0.222360801
702.81	0.221406435
702.82	0.220221569
702.83	0.218891637
702.84	0.21752324
702.85	0.216102591
702.86	0.214625078
702.87	0.213075446
702.88	0.211588009
702.89	0.21024945
702.9	0.209092703
702.91	0.208140419
702.92	0.207417877
702.93	0.207118161
702.94	0.207298448
702.95	0.20795529
702.96	0.209059604
702.97	0.210566629
702.98	0.212178112
702.99	0.213780286
703	0.215368477
703.01	0.216940485
703.02	0.218484228
703.03	0.219798137
703.04	0.220838832
703.05	0.22163536
703.06	0.22220814
703.07	0.222576822
703.08	0.222852623
703.09	0.223079466
703.1	0.223256172
703.11	0.223382932
703.12	0.223461673
703.13	0.223522473
703.14	0.223583626
703.15	0.223644649
703.16	0.223704532
703.17	0.223769767
703.18	0.223842791
703.19	0.223919588
703.2	0.224000195
703.21	0.224084427
703.22	0.224178367
703.23	0.224316492
703.24	0.224505425
703.25	0.224744299
703.26	0.225032807
703.27	0.225354926
703.28	0.225647299
703.29	0.225904686
703.3	0.226126964
703.31	0.226316137
703.32	0.226467595
703.33	0.226572476
703.34	0.226628119
703.35	0.226635506
703.36	0.226594043
703.37	0.226519312
703.38	0.226454254
703.39	0.226403267
703.4	0.226365604
703.41	0.226341095
703.42	0.226332301
703.43	0.226348945
703.44	0.226390037
703.45	0.22645502
703.46	0.2265441
703.47	0.22664748
703.48	0.226741767
703.49	0.226827401
703.5	0.2269042
703.51	0.226971717
703.52	0.227029281
703.53	0.227071777
703.54	0.227100005
703.55	0.227113285
703.56	0.227111991
703.57	0.227100138
703.58	0.227083884
703.59	0.227064827
703.6	0.227042173
703.61	0.227015271
703.62	0.226986857
703.63	0.226956669
703.64	0.226925753
703.65	0.226893154
703.66	0.226860096
703.67	0.226820635
703.68	0.226772586
703.69	0.226716816
703.7	0.226652793
703.71	0.226581153
703.72	0.226511556
703.73	0.226448518
703.74	0.226392792
703.75	0.226345131
703.76	0.22630341
703.77	0.226267365
703.78	0.226236473
703.79	0.226212471
703.8	0.226193417
703.81	0.226174461
703.82	0.226036588
703.83	0.225734401
703.84	0.225263985
703.85	0.224613021
703.86	0.223782393
703.87	0.222876099
703.88	0.221925553
703.89	0.22092404
703.9	0.219870935
703.91	0.218776304
703.92	0.217950063
703.93	0.217524701
703.94	0.217521952
703.95	0.21794136
703.96	0.218745381
703.97	0.219647779
703.98	0.220566031
703.99	0.221495125
704	0.222434966
704.01	0.223356109
704.02	0.224043144
704.03	0.224450843
704.04	0.224593294
704.05	0.22447095
704.06	0.224083421
704.07	0.223488583
704.08	0.222698018
704.09	0.221694266
704.1	0.220464557
704.11	0.219038399
704.12	0.217717974
704.13	0.216570043
704.14	0.215608565
704.15	0.214849517
704.16	0.214348806
704.17	0.214284444
704.18	0.21467846
704.19	0.215514046
704.2	0.216750046
704.21	0.218253422
704.22	0.219642406
704.23	0.220886718
704.24	0.222000361
704.25	0.222996209
704.26	0.223855522
704.27	0.224473082
704.28	0.224858027
704.29	0.225020925
704.3	0.22496727
704.31	0.224737104
704.32	0.22447621
704.33	0.224195223
704.34	0.223893753
704.35	0.223572681
704.36	0.223270932
704.37	0.223097986
704.38	0.223060633
704.39	0.223158797
