  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
      1938       0.02920905       0.02699002       0.04469212       0.02841323       0.04052664       0.92223565       0.84813780
      1939       0.02923936       0.02702132       0.04471556       0.02851113       0.04061368       0.92207717       0.84794324
      1940       0.02929447       0.02707735       0.04476426       0.02865302       0.04074317       0.92186750       0.84769917
      1941       0.02934397       0.02712736       0.04481016       0.02877908       0.04085996       0.92168635       0.84749248
      1942       0.02938857       0.02717288       0.04484841       0.02890351       0.04097276       0.92149661       0.84726763
      1943       0.02947070       0.02725578       0.04492509       0.02909547       0.04115088       0.92122801       0.84696640
      1944       0.02953302       0.02731900       0.04498114       0.02925014       0.04129269       0.92100313       0.84670773
      1945       0.02959660       0.02738348       0.04503847       0.02940700       0.04143659       0.92077564       0.84644658
      1946       0.02969796       0.02748421       0.04514424       0.02961872       0.04164200       0.92051373       0.84618086
      1947       0.02978786       0.02757399       0.04523496       0.02981387       0.04182850       0.92026124       0.84591474
      1948       0.02985839       0.02764414       0.04530813       0.02996517       0.04197478       0.92007071       0.84571868
      1949       0.02999024       0.02777566       0.04544222       0.03023745       0.04223613       0.91972756       0.84536467
      1950       0.03007596       0.02786087       0.04553157       0.03041890       0.04241195       0.91950109       0.84513357
      1951       0.03024259       0.02802577       0.04571028       0.03073669       0.04272521       0.91913507       0.84478659
      1952       0.03034286       0.02812457       0.04582078       0.03093418       0.04292200       0.91890985       0.84457600
      1953       0.03046125       0.02824149       0.04594945       0.03116213       0.04314796       0.91864933       0.84433147
      1954       0.03062635       0.02840490       0.04612630       0.03147528       0.04345650       0.91828875       0.84399000
      1955       0.03076578       0.02854278       0.04627656       0.03174079       0.04371875       0.91798412       0.84370284
      1956       0.03087118       0.02864769       0.04638538       0.03195367       0.04392444       0.91772110       0.84343688
      1957       0.03105696       0.02883263       0.04657702       0.03231261       0.04427160       0.91728650       0.84300478
      1958       0.03118096       0.02895653       0.04670175       0.03256344       0.04451117       0.91696871       0.84267636
      1959       0.03136063       0.02913542       0.04688686       0.03290979       0.04484592       0.91654880       0.84225872
      1960       0.03151319       0.02928740       0.04704341       0.03320374       0.04512949       0.91619089       0.84190147
      1961       0.03163804       0.02941127       0.04717506       0.03344478       0.04536489       0.91590473       0.84162306
      1962       0.03187270       0.02964462       0.04741897       0.03388059       0.04578832       0.91539024       0.84112411
      1963       0.03200622       0.02977714       0.04755937       0.03413619       0.04603767       0.91508691       0.84082925
      1964       0.03223665       0.03000631       0.04779864       0.03456247       0.04645161       0.91458356       0.84034134
      1965       0.03240011       0.03016877       0.04796906       0.03486795       0.04674867       0.91422207       0.83999070
      1966       0.03257647       0.03034319       0.04815894       0.03518610       0.04706343       0.91386605       0.83966455
      1967       0.03281764       0.03058221       0.04841514       0.03561900       0.04748893       0.91337523       0.83920828
      1968       0.03301396       0.03077656       0.04862527       0.03597120       0.04783639       0.91297922       0.83884367
      1969       0.03326357       0.03102455       0.04888609       0.03641923       0.04827310       0.91246092       0.83835184
      1970       0.03343844       0.03119754       0.04907407       0.03673191       0.04858223       0.91211131       0.83803223
      1971       0.03375651       0.03151338       0.04940775       0.03729374       0.04913120       0.91146953       0.83743108
      1972       0.03392984       0.03168487       0.04959396       0.03760226       0.04943613       0.91112480       0.83711635
      1973       0.03409448       0.03184823       0.04976748       0.03789718       0.04972473       0.91078632       0.83679844
      1974       0.03442193       0.03217349       0.05011023       0.03847180       0.05028557       0.91012944       0.83618321
      1975       0.03463188       0.03238161       0.05033297       0.03883971       0.05064709       0.90971545       0.83580224
      1976       0.03495878       0.03270178       0.05070679       0.03936262       0.05118566       0.90922249       0.83544065
      1977       0.03520612       0.03294308       0.05099627       0.03975075       0.05159157       0.90887779       0.83521238
      1978       0.03558263       0.03331277       0.05142037       0.04035705       0.05221017       0.90828738       0.83475701
      1979       0.03583852       0.03356262       0.05171839       0.04075798       0.05262825       0.90792807       0.83451472
      1980       0.03620337       0.03392081       0.05212977       0.04133837       0.05322125       0.90736921       0.83409011
      1981       0.03643084       0.03414749       0.05236273       0.04173794       0.05360665       0.90689828       0.83363599
      1982       0.03664050       0.03435633       0.05257807       0.04210897       0.05396491       0.90646020       0.83321333
      1983       0.03701153       0.03472630       0.05295656       0.04275291       0.05458490       0.90570215       0.83248324
      1984       0.03723789       0.03495192       0.05318802       0.04314807       0.05496570       0.90523618       0.83203429
      1985       0.03759510       0.03530768       0.05355531       0.04376075       0.05555807       0.90452505       0.83135928
      1986       0.03783459       0.03554645       0.05379985       0.04417654       0.05595844       0.90403469       0.83088715
      1987       0.03817556       0.03588662       0.05414647       0.04476091       0.05652005       0.90334679       0.83022563
      1988       0.03840739       0.03611777       0.05438302       0.04516202       0.05690609       0.90287353       0.82977018
      1989       0.03877100       0.03648057       0.05475220       0.04578217       0.05750166       0.90214335       0.82906846
      1990       0.03904328       0.03675214       0.05502943       0.04624981       0.05795124       0.90159169       0.82853802
      1991       0.03938631       0.03709446       0.05537744       0.04683270       0.05851072       0.90090508       0.82787851
      1992       0.03965278       0.03735989       0.05565120       0.04728117       0.05894407       0.90038697       0.82739031
      1993       0.04001383       0.03772025       0.05601708       0.04789184       0.05952981       0.89966746       0.82669963
      1994       0.04028868       0.03799454       0.05629577       0.04835715       0.05997620       0.89911879       0.82617294
      1995       0.04066434       0.03836963       0.05667542       0.04898681       0.06057932       0.89837737       0.82546194
      1996       0.04092138       0.03862619       0.05693591       0.04942063       0.06099531       0.89786556       0.82497085
      1997       0.04131565       0.03901991       0.05733398       0.05007867       0.06162522       0.89709046       0.82422800
      1998       0.04156837       0.03927217       0.05758989       0.05050362       0.06203248       0.89658887       0.82374700
      1999       0.04198855       0.03969183       0.05801370       0.05120194       0.06270052       0.89576607       0.82295886
      2000       0.04226546       0.03996791       0.05829639       0.05165760       0.06313929       0.89523952       0.82246396
      2001       0.04253927       0.04024043       0.05857918       0.05210280       0.06357081       0.89473595       0.82200058
      2002       0.04294848       0.04064826       0.05899808       0.05276996       0.06421425       0.89397089       0.82128714
      2003       0.04339377       0.04109225       0.05945238       0.05349174       0.06490916       0.89314213       0.82051330
      2004       0.04365581       0.04135354       0.05971970       0.05391950       0.06532082       0.89264819       0.82005007
      2005       0.04409127       0.04178767       0.06016446       0.05462546       0.06600072       0.89183713       0.81929321
      2006       0.04439259       0.04208728       0.06047769       0.05510652       0.06646872       0.89130182       0.81880948
      2007       0.04480553       0.04249847       0.06090286       0.05576853       0.06710922       0.89055320       0.81812202
      2008       0.04509271       0.04278445       0.06119838       0.05622945       0.06755493       0.89003076       0.81764136
      2009       0.04551953       0.04320955       0.06163722       0.05691161       0.06821434       0.88925824       0.81693138
      2010       0.04578901       0.04347739       0.06191815       0.05733767       0.06862950       0.88878766       0.81650983
      2011       0.04621624       0.04390341       0.06235381       0.05802280       0.06928855       0.88800067       0.81577689
      2012       0.04650576       0.04419178       0.06265132       0.05848435       0.06973446       0.88747729       0.81529572
      2013       0.04695715       0.04464162       0.06311359       0.05919836       0.07042309       0.88666773       0.81455127
      2014       0.04724240       0.04492574       0.06340666       0.05965145       0.07086075       0.88615422       0.81407970
      2015       0.04767869       0.04536090       0.06385088       0.06034653       0.07152865       0.88535509       0.81333577
      2016       0.04797348       0.04565410       0.06415670       0.06080891       0.07197784       0.88484149       0.81287363
      2017       0.04839859       0.04607811       0.06458949       0.06148385       0.07262627       0.88406595       0.81215247
      2018       0.04865069       0.04632875       0.06485175       0.06187338       0.07300549       0.88363912       0.81177353
      2019       0.04905872       0.04673572       0.06526726       0.06251914       0.07362591       0.88289790       0.81108528
      2020       0.04935162       0.04702756       0.06556754       0.06298035       0.07407074       0.88237451       0.81060473
      2021       0.04977474       0.04744915       0.06600130       0.06364364       0.07471049       0.88162342       0.80991666
      2022       0.05018781       0.04786120       0.06642154       0.06429436       0.07533524       0.88087600       0.80922292
      2023       0.05043625       0.04810812       0.06668059       0.06467839       0.07570936       0.88045473       0.80884919
      2024       0.05086572       0.04853659       0.06711702       0.06535341       0.07635696       0.87967845       0.80812812
      2025       0.05113977       0.04880962       0.06739817       0.06578145       0.07676987       0.87919396       0.80768501
      2026       0.05154838       0.04921774       0.06781019       0.06642627       0.07738562       0.87844204       0.80697801
      2027       0.05177570       0.04944503       0.06803777       0.06678866       0.07773018       0.87801278       0.80656892
      2028       0.05217705       0.04984591       0.06844238       0.06742047       0.07833337       0.87727596       0.80587654
      2029       0.05257717       0.05024606       0.06884224       0.06805396       0.07893510       0.87652579       0.80516229
      2030       0.05284017       0.05050857       0.06910868       0.06846650       0.07932998       0.87604809       0.80471665
      2031       0.05317045       0.05083888       0.06943873       0.06898893       0.07982611       0.87542909       0.80412732
      2032       0.05343989       0.05110834       0.06970807       0.06941528       0.08023103       0.87492365       0.80364612
      2033       0.05382116       0.05148968       0.07008883       0.07001645       0.08080168       0.87421113       0.80296809
      2034       0.05405604       0.05172457       0.07032363       0.07038776       0.08115427       0.87377064       0.80254879
      2035       0.05444771       0.05211634       0.07071461       0.07100392       0.08173892       0.87304006       0.80185380
      2036       0.05485567       0.05252245       0.07113546       0.07162638       0.08234121       0.87234705       0.80123174
      2037       0.05507954       0.05274389       0.07137633       0.07195645       0.08266926       0.87201178       0.80095887
      2038       0.05550655       0.05316907       0.07181606       0.07260722       0.08329823       0.87128520       0.80030502
      2039       0.05573116       0.05339126       0.07205764       0.07293772       0.08362661       0.87094952       0.80003177
      2040       0.05612283       0.05378109       0.07246209       0.07353214       0.08420206       0.87028969       0.79944142
      2041       0.05651552       0.05417245       0.07286406       0.07413198       0.08477958       0.86961204       0.79882492
      2042       0.05672506       0.05438055       0.07308368       0.07444711       0.08508739       0.86927186       0.79852894
      2043       0.05711747       0.05477213       0.07348183       0.07504988       0.08566460       0.86857922       0.79788909
      2044       0.05733190       0.05498513       0.07370629       0.07537192       0.08597890       0.86823079       0.79758535
      2045       0.05770377       0.05535568       0.07408738       0.07593725       0.08652348       0.86759387       0.79700773
      2046       0.05806673       0.05571881       0.07444915       0.07650186       0.08705839       0.86692332       0.79637057
      2047       0.05828462       0.05593676       0.07466661       0.07684201       0.08738082       0.86651893       0.79598611
      2048       0.05865093       0.05630325       0.07503162       0.07741078       0.08791953       0.86584315       0.79534417
      2049       0.05886378       0.05651617       0.07524402       0.07774256       0.08823395       0.86544850       0.79496908
      2050       0.05922268       0.05687526       0.07560156       0.07829897       0.08876082       0.86478712       0.79434094
      2051       0.05957579       0.05722807       0.07595679       0.07884128       0.08927725       0.86415383       0.79374880
      2052       0.05980054       0.05745241       0.07618438       0.07918594       0.08960669       0.86375521       0.79337921
      2053       0.06014598       0.05779744       0.07653275       0.07971906       0.09011490       0.86313152       0.79279594
      2054       0.06053318       0.05818438       0.07692174       0.08031214       0.09067913       0.86243753       0.79214648
      2055       0.06073898       0.05838976       0.07713046       0.08062675       0.09098006       0.86207434       0.79181070
      2056       0.06115428       0.05880335       0.07755774       0.08124807       0.09157982       0.86138142       0.79118993
      2057       0.06139583       0.05904301       0.07781240       0.08160299       0.09192776       0.86100511       0.79086934
      2058       0.06181517       0.05946064       0.07824366       0.08222919       0.09253203       0.86030626       0.79024313
      2059       0.06222296       0.05986672       0.07866341       0.08283703       0.09311887       0.85962920       0.78963760
      2060       0.06249685       0.06013876       0.07895019       0.08324002       0.09351214       0.85919568       0.78926296
      2061       0.06290741       0.06055013       0.07935511       0.08387383       0.09410838       0.85842909       0.78852691
      2062       0.06329321       0.06093622       0.07973891       0.08446466       0.09466693       0.85772509       0.78785947
      2063       0.06358391       0.06122749       0.08002562       0.08491854       0.09509368       0.85717097       0.78732457
      2064       0.06396180       0.06160618       0.08039796       0.08550091       0.09564108       0.85646488       0.78664621
      2065       0.06441210       0.06205685       0.08084562       0.08618781       0.09629008       0.85564578       0.78587018
      2066       0.06462804       0.06227443       0.08105013       0.08653279       0.09660720       0.85519841       0.78541868
      2067       0.06502302       0.06267126       0.08143222       0.08714866       0.09717992       0.85442802       0.78466156
      2068       0.06543011       0.06308022       0.08182626       0.08778223       0.09776922       0.85363617       0.78388432
      2069       0.06568700       0.06333881       0.08207127       0.08818821       0.09814373       0.85311540       0.78336369
      2070       0.06606453       0.06371819       0.08243589       0.08877609       0.09868975       0.85237740       0.78263770
      2071       0.06650001       0.06415561       0.08285787       0.08945089       0.09931763       0.85153535       0.78181341
      2072       0.06671796       0.06437472       0.08306769       0.08979256       0.09963435       0.85110253       0.78138537
      2073       0.06711544       0.06477347       0.08345635       0.09040814       0.10020989       0.85034124       0.78064645
      2074       0.06751831       0.06517825       0.08384582       0.09103225       0.10078968       0.84955876       0.77987888
      2075       0.06779325       0.06545444       0.08411205       0.09145871       0.10118617       0.84902400       0.77935482
      2076       0.06817150       0.06583307       0.08448769       0.09203092       0.10172602       0.84833888       0.77870684
      2077       0.06861091       0.06627294       0.08492384       0.09269441       0.10235180       0.84754443       0.77795560
      2078       0.06887088       0.06653301       0.08518316       0.09309192       0.10272757       0.84706653       0.77750318
      2079       0.06926199       0.06692453       0.08557142       0.09368194       0.10328399       0.84635951       0.77683477
      2080       0.06963527       0.06729820       0.08594195       0.09424481       0.10381476       0.84568482       0.77619691
      2081       0.06987923       0.06754238       0.08618441       0.09461380       0.10416288       0.84524200       0.77577813
      2082       0.07032015       0.06798379       0.08662187       0.09527684       0.10478786       0.84444698       0.77502688
      2083       0.07070245       0.06836689       0.08699861       0.09586020       0.10533532       0.84373371       0.77434344
      2084       0.07093161       0.06859625       0.08722635       0.09620619       0.10566166       0.84331803       0.77395046
      2085       0.07130895       0.06897401       0.08760076       0.09677295       0.10619578       0.84263773       0.77330773
      2086       0.07172941       0.06939496       0.08801779       0.09740348       0.10678985       0.84188080       0.77259276
      2087       0.07210281       0.06976930       0.08838465       0.09796799       0.10731864       0.84119054       0.77193181
      2088       0.07236746       0.07003408       0.08864838       0.09836951       0.10769775       0.84070640       0.77147404
      2089       0.07275582       0.07042341       0.08902997       0.09895552       0.10824665       0.83998996       0.77078853
      2090       0.07313746       0.07080551       0.08940846       0.09952641       0.10878432       0.83930367       0.77014058
      2091       0.07340306       0.07107190       0.08966853       0.09992933       0.10916086       0.83880653       0.76966211
      2092       0.07372553       0.07139474       0.08998842       0.10041168       0.10961516       0.83822617       0.76911421
      2093       0.07417346       0.07184361       0.09042975       0.10108809       0.11024948       0.83739885       0.76832412
      2094       0.07451993       0.07219050       0.09077333       0.10160519       0.11073633       0.83677636       0.76773664
      2095       0.07477048       0.07244183       0.09101841       0.10198474       0.11109072       0.83630667       0.76728426
      2096       0.07509996       0.07277223       0.09134153       0.10248086       0.11155465       0.83569675       0.76669972
      2097       0.07548869       0.07316248       0.09171959       0.10306876       0.11210170       0.83496385       0.76599044
      2098       0.07576411       0.07343873       0.09198921       0.10348424       0.11248974       0.83445042       0.76549708
      2099       0.07611575       0.07379185       0.09233055       0.10401671       0.11298456       0.83378372       0.76485034
      2100       0.07647616       0.07415324       0.09268412       0.10455703       0.11348980       0.83311973       0.76421523
      2101       0.07685122       0.07453087       0.09304126       0.10513271       0.11401886       0.83237560       0.76347780
      2102       0.07706738       0.07474933       0.09324136       0.10547389       0.11432759       0.83191342       0.76300620
      2103       0.07746635       0.07515025       0.09362668       0.10608325       0.11489198       0.83113898       0.76224909
      2104       0.07780657       0.07549300       0.09394929       0.10660659       0.11537167       0.83045683       0.76157049
      2105       0.07816927       0.07585826       0.09429408       0.10716256       0.11588194       0.82973494       0.76085466
      2106       0.07841730       0.07610450       0.09455461       0.10751211       0.11622331       0.82936217       0.76053892
      2107       0.07879025       0.07647588       0.09493856       0.10804476       0.11673658       0.82876856       0.76001533
      2108       0.07915380       0.07683822       0.09531056       0.10857192       0.11724224       0.82816744       0.75947532
      2109       0.07952345       0.07720629       0.09569123       0.10909893       0.11775014       0.82758057       0.75895808
      2110       0.07977977       0.07746083       0.09595998       0.10945950       0.11810182       0.82719447       0.75862987
      2111       0.08011299       0.07779554       0.09628278       0.10996090       0.11856682       0.82656263       0.75801692
      2112       0.08042463       0.07810812       0.09658790       0.11042574       0.11900060       0.82598738       0.75746618
      2113       0.08079192       0.07847630       0.09694898       0.11097551       0.11951477       0.82530771       0.75681693
      2114       0.08097369       0.07865929       0.09712217       0.11125466       0.11977112       0.82494361       0.75645616
      2115       0.08127214       0.07895867       0.09741420       0.11169952       0.12018604       0.82439196       0.75592780
      2116       0.08159417       0.07928166       0.09772952       0.11217838       0.12063284       0.82379895       0.75536071
      2117       0.08194356       0.07963259       0.09806814       0.11270176       0.12111817       0.82313927       0.75472202
      2118       0.08215973       0.07984939       0.09827993       0.11302979       0.12142414       0.82272667       0.75432427
      2119       0.08248865       0.08017929       0.09860197       0.11351803       0.12187959       0.82212181       0.75374616
      2120       0.08283584       0.08052804       0.09893837       0.11403736       0.12236100       0.82146634       0.75311168
      2121       0.08325641       0.08094765       0.09936553       0.11463916       0.12293548       0.82077480       0.75248774
      2122       0.08357895       0.08126854       0.09969959       0.11509327       0.12337461       0.82027484       0.75205270
      2123       0.08383650       0.08152470       0.09996687       0.11546147       0.12373076       0.81986440       0.75169253
      2124       0.08419039       0.08187752       0.10032821       0.11596529       0.12421331       0.81929133       0.75117997
      2125       0.08452472       0.08221075       0.10067023       0.11644048       0.12466897       0.81875295       0.75069996
      2126       0.08480706       0.08249611       0.10093149       0.11687814       0.12506407       0.81815669       0.75009501
      2127       0.08499168       0.08268357       0.10109627       0.11717398       0.12532620       0.81773203       0.74965135
      2128       0.08524645       0.08294118       0.10133129       0.11757561       0.12568818       0.81717731       0.74908506
      2129       0.08553394       0.08323171       0.10159751       0.11802040       0.12608981       0.81657164       0.74847149
      2130       0.08581261       0.08351341       0.10185501       0.11845219       0.12647921       0.81598139       0.74787252
      2131       0.08613240       0.08383156       0.10218632       0.11890001       0.12691223       0.81548820       0.74744415
      2132       0.08633897       0.08403626       0.10240591       0.11918395       0.12719169       0.81519400       0.74720252
      2133       0.08666532       0.08436082       0.10274476       0.11964488       0.12763772       0.81468320       0.74675718
      2134       0.08692032       0.08461405       0.10301214       0.11999850       0.12798245       0.81430448       0.74643616
      2135       0.08719989       0.08489189       0.10330376       0.12038743       0.12836025       0.81388292       0.74607490
      2136       0.08747183       0.08516527       0.10356566       0.12079387       0.12873530       0.81336167       0.74556742
      2137       0.08761536       0.08530999       0.10370085       0.12101495       0.12893670       0.81306546       0.74527117
      2138       0.08782772       0.08552407       0.10390130       0.12134427       0.12923703       0.81262287       0.74482829
      2139       0.08803156       0.08572922       0.10409595       0.12165230       0.12951982       0.81222086       0.74443273
      2140       0.08822477       0.08592372       0.10428012       0.12194487       0.12978812       0.81183749       0.74405475
      2141       0.08848568       0.08618659       0.10452736       0.12233969       0.13014894       0.81131656       0.74353898
      2142       0.08868206       0.08638534       0.10470720       0.12264627       0.13042392       0.81088961       0.74310267
      2143       0.08881579       0.08652063       0.10483005       0.12286182       0.13061762       0.81058459       0.74278916
      2144       0.08900713       0.08671380       0.10500862       0.12315625       0.13088437       0.81018531       0.74238764
      2145       0.08924878       0.08695738       0.10523679       0.12352291       0.13121873       0.80969794       0.74190358
      2146       0.08947418       0.08718522       0.10544522       0.12387089       0.13153236       0.80921993       0.74141964
      2147       0.08969339       0.08740632       0.10565122       0.12420515       0.13183632       0.80877172       0.74097235
      2148       0.08981857       0.08753304       0.10576561       0.12440815       0.13201819       0.80848134       0.74067281
      2149       0.08997780       0.08769405       0.10591247       0.12465598       0.13224124       0.80813810       0.74032410
      2150       0.09022021       0.08793893       0.10613761       0.12502804       0.13257730       0.80763006       0.73981225
      2151       0.09045041       0.08817052       0.10635816       0.12537271       0.13289415       0.80718164       0.73937385
      2152       0.09064313       0.08836455       0.10654172       0.12566359       0.13316062       0.80679879       0.73899687
      2153       0.09086608       0.08858871       0.10675618       0.12600188       0.13347222       0.80635610       0.73856345
      2154       0.09100979       0.08873364       0.10689142       0.12622225       0.13367269       0.80605902       0.73826694
      2155       0.09117497       0.08890061       0.10704412       0.12647805       0.13390311       0.80570521       0.73790871
      2156       0.09143670       0.08916379       0.10729570       0.12686739       0.13426164       0.80520158       0.73741884
      2157       0.09158180       0.08931012       0.10743227       0.12708971       0.13446388       0.80490192       0.73711991
      2158       0.09177059       0.08950006       0.10761302       0.12737868       0.13472925       0.80451882       0.73674250
      2159       0.09195733       0.08968810       0.10779065       0.12766031       0.13498697       0.80414637       0.73637561
      2160       0.09215762       0.08988973       0.10798163       0.12796136       0.13526283       0.80375014       0.73598643
      2161       0.09224071       0.08997391       0.10805710       0.12809447       0.13538161       0.80355902       0.73578944
      2162       0.09244295       0.09017749       0.10825000       0.12839809       0.13565986       0.80315938       0.73539720
      2163       0.09262271       0.09035839       0.10842183       0.12867377       0.13591273       0.80279195       0.73503466
      2164       0.09280801       0.09054553       0.10859428       0.12895783       0.13616942       0.80240258       0.73464345
      2165       0.09294617       0.09068489       0.10872401       0.12916957       0.13636170       0.80211499       0.73435624
      2166       0.09313091       0.09087040       0.10890338       0.12944296       0.13661486       0.80176528       0.73401960
      2167       0.09332427       0.09106509       0.10908750       0.12973347       0.13688076       0.80138110       0.73364205
      2168       0.09348211       0.09122402       0.10923775       0.12997729       0.13710382       0.80105197       0.73331569
      2169       0.09359550       0.09133857       0.10934307       0.13015345       0.13726279       0.80080760       0.73306905
      2170       0.09376390       0.09150824       0.10950257       0.13040810       0.13749515       0.80046702       0.73273242
      2171       0.09395636       0.09169988       0.10970081       0.13067742       0.13775417       0.80016219       0.73246401
      2172       0.09413928       0.09188178       0.10989075       0.13093731       0.13800518       0.79986698       0.73220413
      2173       0.09434126       0.09208349       0.11009463       0.13122491       0.13827804       0.79952623       0.73189345
      2174       0.09456773       0.09230904       0.11032752       0.13154664       0.13858686       0.79915514       0.73156265
      2175       0.09472150       0.09246190       0.11048764       0.13176041       0.13879395       0.79891831       0.73135788
      2176       0.09493409       0.09267478       0.11069821       0.13206773       0.13908198       0.79853977       0.73100322
      2177       0.09511982       0.09286074       0.11088233       0.13233663       0.13933410       0.79820822       0.73069257
      2178       0.09532432       0.09306535       0.11108607       0.13263644       0.13961590       0.79783673       0.73034416
      2179       0.09559568       0.09333713       0.11135451       0.13302722       0.13998188       0.79735569       0.72989360
      2180       0.09582657       0.09356835       0.11158310       0.13336012       0.14029377       0.79694545       0.72950940
      2181       0.09592092       0.09367138       0.11161684       0.13357762       0.14044563       0.79645951       0.72891595
      2182       0.09606667       0.09382648       0.11169740       0.13387335       0.14066727       0.79586361       0.72821116
      2183       0.09617094       0.09394001       0.11173709       0.13410999       0.14083366       0.79533979       0.72757404
      2184       0.09627585       0.09405417       0.11177737       0.13434759       0.14100092       0.79481438       0.72693564
      2185       0.09643887       0.09422660       0.11187482       0.13466805       0.14124549       0.79418668       0.72620179
      2186       0.09659602       0.09438718       0.11200800       0.13492564       0.14146723       0.79378579       0.72577503
      2187       0.09675384       0.09454844       0.11214182       0.13518415       0.14168980       0.79338358       0.72534708
      2188       0.09694672       0.09474467       0.11231132       0.13549664       0.14196358       0.79291247       0.72485454
      2189       0.09709107       0.09489244       0.11243184       0.13573599       0.14216822       0.79253350       0.72444841
      2190       0.09720741       0.09501212       0.11252481       0.13593535       0.14233552       0.79220354       0.72408823
      2191       0.09738291       0.09519111       0.11267598       0.13621887       0.14258135       0.79176974       0.72363106
      2192       0.09752130       0.09533236       0.11279442       0.13644453       0.14277644       0.79142069       0.72326180
      2193       0.09762931       0.09544353       0.11288034       0.13663619       0.14293734       0.79109754       0.72290783
      2194       0.09764341       0.09546075       0.11287270       0.13669021       0.14296896       0.79094634       0.72271478
      2195       0.09770163       0.09552220       0.11290843       0.13680704       0.14305916       0.79071765       0.72244932
      2196       0.09780843       0.09563070       0.11300333       0.13697786       0.14320958       0.79046330       0.72218582
      2197       0.09794601       0.09577006       0.11312852       0.13719230       0.14340070       0.79015494       0.72187198
      2198       0.09802759       0.09585312       0.11319976       0.13733162       0.14352252       0.78993719       0.72164227
      2199       0.09805941       0.09588648       0.11322087       0.13739603       0.14357362       0.78981417       0.72150132
      2200       0.09816718       0.09599596       0.11331671       0.13756819       0.14372526       0.78955790       0.72123610
      2201       0.09828729       0.09611672       0.11343226       0.13774789       0.14389048       0.78931975       0.72100499
      2202       0.09837762       0.09620763       0.11351852       0.13788523       0.14401618       0.78913388       0.72082271
      2203       0.09847216       0.09630260       0.11361007       0.13803293       0.14415237       0.78893302       0.72062601
      2204       0.09851720       0.09634812       0.11365179       0.13810599       0.14421810       0.78882657       0.72051783
      2205       0.09862274       0.09645427       0.11375299       0.13826497       0.14436397       0.78861392       0.72031052
      2206       0.09867398       0.09650547       0.11380460       0.13834182       0.14443652       0.78851652       0.72021939
      2207       0.09876913       0.09660104       0.11389676       0.13849036       0.14457348       0.78831451       0.72002164
      2208       0.09892726       0.09675937       0.11405349       0.13871887       0.14478749       0.78802954       0.71975547
      2209       0.09902823       0.09686025       0.11415516       0.13887075       0.14493084       0.78783720       0.71957524
      2210       0.09917151       0.09700369       0.11429727       0.13907818       0.14512517       0.78757827       0.71933336
      2211       0.09931238       0.09714363       0.11444463       0.13927205       0.14531343       0.78736367       0.71915003
      2212       0.09938537       0.09721608       0.11452142       0.13937473       0.14541335       0.78724811       0.71905049
      2213       0.09946938       0.09729886       0.11461404       0.13949229       0.14553128       0.78712570       0.71895276
      2214       0.09951107       0.09733993       0.11466002       0.13955068       0.14558987       0.78706503       0.71890436
      2215       0.09957537       0.09740311       0.11473208       0.13963591       0.14567682       0.78698484       0.71884643
      2216       0.09957378       0.09739918       0.11474692       0.13961787       0.14567401       0.78706021       0.71895069
      2217       0.09958871       0.09741178       0.11477803       0.13962303       0.14569287       0.78710674       0.71902817
      2218       0.09959661       0.09741664       0.11480716       0.13961796       0.14570627       0.78717782       0.71913646
      2219       0.09962581       0.09744356       0.11485228       0.13964356       0.14574417       0.78719924       0.71919038
      2220       0.09970159       0.09751716       0.11494323       0.13973513       0.14584361       0.78713908       0.71916818
      2221       0.09972113       0.09753386       0.11498266       0.13974207       0.14586740       0.78719749       0.71926513
      2222       0.09976466       0.09757514       0.11504185       0.13978816       0.14592439       0.78719377       0.71929544
      2223       0.09969522       0.09750248       0.11499490       0.13967353       0.14583560       0.78740033       0.71953019
      2224       0.09966219       0.09746702       0.11497879       0.13961104       0.14579132       0.78753072       0.71968577
      2225       0.09963456       0.09743643       0.11497177       0.13955131       0.14575289       0.78767162       0.71985966
      2226       0.09952035       0.09731853       0.11488335       0.13936397       0.14559867       0.78798403       0.72020220
      2227       0.09940653       0.09720101       0.11479529       0.13917716       0.14544493       0.78829566       0.72054407
      2228       0.09930599       0.09709719       0.11471766       0.13901867       0.14531514       0.78855631       0.72082929
      2229       0.09914622       0.09693364       0.11458433       0.13876687       0.14510070       0.78894809       0.72124597
      2230       0.09895616       0.09673972       0.11442115       0.13847219       0.14484619       0.78939271       0.72171199
      2231       0.09884270       0.09662259       0.11433335       0.13828607       0.14469300       0.78970322       0.72205282
      2232       0.09865341       0.09642946       0.11417086       0.13799252       0.14443947       0.79014620       0.72251735
      2233       0.09840932       0.09618123       0.11395557       0.13762549       0.14411817       0.79067738       0.72306395
      2234       0.09825183       0.09601999       0.11382435       0.13737697       0.14390661       0.79106449       0.72347641
      2235       0.09800472       0.09576892       0.11360481       0.13700134       0.14357632       0.79160813       0.72403509
      2236       0.09768154       0.09544597       0.11328004       0.13655741       0.14315600       0.79212578       0.72450072
      2237       0.09730189       0.09506642       0.11289967       0.13603290       0.14266040       0.79274257       0.72505907
      2238       0.09697272       0.09473730       0.11257017       0.13558419       0.14223640       0.79326384       0.72552775
      2239       0.09658871       0.09435285       0.11218923       0.13504797       0.14173306       0.79390868       0.72612089
      2240       0.09615843       0.09392257       0.11175892       0.13445048       0.14116918       0.79461516       0.72676305
